plant_id,category,plant_cn,scientific_name,commons_title,source_page,original_url,author,license,license_url,needs_attribution,source,description,derivative_note,original_width,original_height,file
126,观花植物,虎刺梅,Euphorbia milii,File:Euphorbia milii - Ботаничка градина Скопје (2).jpg,https://commons.wikimedia.org/wiki/File:Euphorbia_milii_-_Ботаничка_градина_Скопје_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Euphorbia_milii_-_%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%BA%D0%B0_%D0%B3%D1%80%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0_%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Dandarmkd,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Euphorbia milii at the Botanical garden of the Institute of Biology, Faculty of Natural Sciences and Mathematics, Skopje, Macedonia.",,6000,4000,flowering/126_euphorbia-milii.jpg
127,仙人掌/多肉,佛珠,Curio rowleyanus,File:Curio rowleyanus syn. Senecio rowleyanus 2019-04-14 02.jpg,https://commons.wikimedia.org/wiki/File:Curio_rowleyanus_syn._Senecio_rowleyanus_2019-04-14_02.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3e/Curio_rowleyanus_syn._Senecio_rowleyanus_2019-04-14_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Succulent Curio rowleyanus (syn. Senecio rowleyanus ), plants cultivated in Wrocław University Botanical Garden, Wrocław, Poland.",,4262,3196,cactus-succulent/127_curio-rowleyanus.jpg
128,香草,碰碰香,Plectranthus amboinicus,File:Starr 071024-0025 Plectranthus amboinicus.jpg,https://commons.wikimedia.org/wiki/File:Starr_071024-0025_Plectranthus_amboinicus.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Starr_071024-0025_Plectranthus_amboinicus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 071024-0025 from http://www.hear.org/starr/plants/images/image/?q=071024-0025","Plectranthus amboinicus (syn. Coleus amboinicus , leaves). Location: Maui, Enchanting Floral Gardens of Kula",,2112,2816,herb/128_plectranthus-amboinicus.jpg
129,仙人掌/多肉,不死鸟,Kalanchoe daigremontiana,File:Kalanchoe daigremontiana 01.jpg,https://commons.wikimedia.org/wiki/File:Kalanchoe_daigremontiana_01.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Kalanchoe_daigremontiana_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Harry Lepke,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Harry Lepke,Kalanchoe daigremontiana.,,2592,1944,cactus-succulent/129_kalanchoe-daigremontiana.jpg
130,仙人掌/多肉,落地生根,Kalanchoe pinnata,File:Cathedral bells plant at Nativeplants botanical garden.jpg,https://commons.wikimedia.org/wiki/File:Cathedral_bells_plant_at_Nativeplants_botanical_garden.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Cathedral_bells_plant_at_Nativeplants_botanical_garden.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Nativeplants garden,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Cathedral bells plant at Nativeplants botanical garden,,1080,1440,cactus-succulent/130_kalanchoe-pinnata.jpg
131,观花植物,三色堇,Viola × wittrockiana,File:Pensée.JPG,https://commons.wikimedia.org/wiki/File:Pens%C3%A9e.JPG,https://upload.wikimedia.org/wikipedia/commons/3/33/Pens%C3%A9e.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Béotien lambda,Public domain,,no,Wikimedia Commons,Pensée,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2048,1536,flowering/131_viola-x-wittrockiana.jpg
132,观花植物,矮牵牛,Petunia × atkinsiana,File:Petunia x atkinsiana.jpg,https://commons.wikimedia.org/wiki/File:Petunia_x_atkinsiana.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Petunia_x_atkinsiana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,İmmortalance,CC0,https://creativecommons.org/publicdomain/zero/1.0/,no,Own work,petunia x atkinsiana,,2268,3024,flowering/132_petunia-x-atkinsiana.jpg
133,观花植物,天竺葵,Pelargonium × hortorum,File:Starr 980529-4263 Pelargonium.jpg,https://commons.wikimedia.org/wiki/File:Starr_980529-4263_Pelargonium.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Starr_980529-4263_Pelargonium.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 980529-4263 from http://www.hear.org/starr/plants/images/image/?q=980529-4263","Pelargonium x hortorum (flowers). Location: Maui, Enchanting Floral Gardens of Kula",,1800,1200,flowering/133_pelargonium-x-hortorum.jpg
134,观花植物,长春花,Catharanthus roseus,File:Periwinkle1.jpg,https://commons.wikimedia.org/wiki/File:Periwinkle1.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Periwinkle1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Swastik Mazumder,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,A rare mutation which causes an additional petal (6) in Periwinkle flower,,2822,2116,flowering/134_catharanthus-roseus.jpg
135,观花植物,金鱼草,Antirrhinum majus,File:Antirrhinum majus Piazzo 02.jpg,https://commons.wikimedia.org/wiki/File:Antirrhinum_majus_Piazzo_02.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Antirrhinum_majus_Piazzo_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Syrio,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Antirrhinum majus, Piazzo (Segonzano, Trentino, Italy)",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3000,4000,flowering/135_antirrhinum-majus.jpg
136,观花植物,雏菊,Bellis perennis,File:Pâquerette - Bellis perennis 'Habanera Rose' 01.jpg,https://commons.wikimedia.org/wiki/File:P%C3%A2querette_-_Bellis_perennis_%27Habanera_Rose%27_01.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e5/P%C3%A2querette_-_Bellis_perennis_%27Habanera_Rose%27_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,FreCha,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Pâquerette - Bellis perennis 'Habanera Rose', au Jardin des plantes à Paris.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2992,2992,flowering/136_bellis-perennis.jpg
137,观花植物,玛格丽特,Argyranthemum frutescens,File:Argyranthemumfrutescens.JPG,https://commons.wikimedia.org/wiki/File:Argyranthemumfrutescens.JPG,https://upload.wikimedia.org/wikipedia/commons/7/78/Argyranthemumfrutescens.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Stickpen,Public domain,,no,Wikimedia Commons,"Argyranthemum frutescens at Quail Botanical Gardens in Encinitas, California, USA.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3648,2736,flowering/137_argyranthemum-frutescens.jpg
138,观花植物,金盏花,Calendula officinalis,File:Calendula officinalis 3517.jpg,https://commons.wikimedia.org/wiki/File:Calendula_officinalis_3517.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/Calendula_officinalis_3517.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Flominator,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Self-photographed,Calendula officinalis recorded in our garden in the Black Forest,,2048,1536,flowering/138_calendula-officinalis.jpg
139,观花植物,向日葵,Helianthus annuus,File:HangingBasketSunflower.jpg,https://commons.wikimedia.org/wiki/File:HangingBasketSunflower.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/HangingBasketSunflower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Andrew C. Murdoch ( BlueSquadronRaven ),Public domain,https://creativecommons.org/publicdomain/mark/1.0/,no,Own work,A large sunflower growing in a hanging basket.,,1704,2272,flowering/139_helianthus-annuus.jpg
140,观花植物,百日草,Zinnia elegans,File:Zinnia-dreamland-pink.jpg,https://commons.wikimedia.org/wiki/File:Zinnia-dreamland-pink.jpg,https://upload.wikimedia.org/wikipedia/commons/7/79/Zinnia-dreamland-pink.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Don McCulley,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Zinnia 'Sun Cherry' (name corrected 7-7-17) as seen in early July in Santa Rosa, Ca.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1000,1500,flowering/140_zinnia-elegans.jpg
141,观花植物,鸡冠花,Celosia argentea,File:Cockscomb (Celosia) Laangke Buton Island (2).jpg,https://commons.wikimedia.org/wiki/File:Cockscomb_(Celosia)_Laangke_Buton_Island_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/3/33/Cockscomb_%28Celosia%29_Laangke_Buton_Island_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,David E Mead,CC0,https://creativecommons.org/publicdomain/zero/1.0/,no,Own work,"Cultivated variety of celosia of the 'Spicata' type in Laangke village, northeastern Buton Island, Southeast Sulawesi, Indonesia",,4317,3238,flowering/141_celosia-argentea.jpg
142,观花植物,石竹,Dianthus chinensis,File:Dianthus chinensis Goździk chiński 2023-07-21 03.jpg,https://commons.wikimedia.org/wiki/File:Dianthus_chinensis_Goździk_chiński_2023-07-21_03.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Dianthus_chinensis_Go%C5%BAdzik_chi%C5%84ski_2023-07-21_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Rainbow pink ( Dianthus chinensis ) cultivated in Wrocław University Botanical Garden, Wrocław, Poland.",,2355,3140,flowering/142_dianthus-chinensis.jpg
143,观花植物,紫罗兰,Matthiola incana,File:Matthiola incana01.jpg,https://commons.wikimedia.org/wiki/File:Matthiola_incana01.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Matthiola_incana01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Meneerke bloem,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Matthiola incana,,1536,2048,flowering/143_matthiola-incana.jpg
144,观花植物,四季海棠,Begonia cucullata,"File:Begonia semperflorens (at Mito Botanical Garden, Ibaraki, Japan).jpg","https://commons.wikimedia.org/wiki/File:Begonia_semperflorens_(at_Mito_Botanical_Garden,_Ibaraki,_Japan).jpg",https://upload.wikimedia.org/wikipedia/commons/a/a2/Begonia_semperflorens_%28at_Mito_Botanical_Garden%2C_Ibaraki%2C_Japan%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,小石川人晃,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,ベゴニア・センパフローレンス（水戸市植物公園）,,4928,3280,flowering/144_begonia-cucullata.jpg
145,观花植物,丽格海棠,Begonia × hiemalis,File:Begonia 1.jpg,https://commons.wikimedia.org/wiki/File:Begonia_1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/Begonia_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Quadell,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Self-published work by Quadell,Begonia-Elatior-Hybrid A Begonia cultivar.,,1378,1156,flowering/145_begonia-x-hiemalis.jpg
146,观花植物,大岩桐,Sinningia speciosa,File:Sinningia speciosa (cultivar) 01.jpg,https://commons.wikimedia.org/wiki/File:Sinningia_speciosa_(cultivar)_01.jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Sinningia_speciosa_%28cultivar%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Kor!An (Корзун Андрей),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Gloxinia speciosa (unknown cultivar; double-flowered; main title of this page for this species is incorrect),,1129,1024,flowering/146_sinningia-speciosa.jpg
147,观花植物,倒挂金钟,Fuchsia hybrida,File:Fuchsia plant.jpg,https://commons.wikimedia.org/wiki/File:Fuchsia_plant.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Fuchsia_plant.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Challiyan,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Fuchsia flowers are often brightly colored, with many hybrids featuring shades of pink, purple, and red. 
The plant is a popular ornamental, often grown in hanging baskets, containers, and garden borders. 
There are about 100 species of fuchsia, which can range from small plants to shrubs and even trees. 

The color ""fuchsia"" is named after these plants.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2000,3008,flowering/147_fuchsia-hybrida.jpg
148,观花植物,蓝雪花,Plumbago auriculata,"File:Potted Plumbago auriculata near Esplanade – Theatres on the Bay, Singapore - 20101120-02.jpg","https://commons.wikimedia.org/wiki/File:Potted_Plumbago_auriculata_near_Esplanade_–_Theatres_on_the_Bay,_Singapore_-_20101120-02.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1c/Potted_Plumbago_auriculata_near_Esplanade_%E2%80%93_Theatres_on_the_Bay%2C_Singapore_-_20101120-02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Wicki .,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,no,Own work .,"A potted Plumbago auriculata near the Esplanade – Theatres on the Bay , Singapore.",青花植主图：基于来源图片进行构图裁切/轻度亮度校正，以突出植物主体并弱化背景；未改变植物形态。,1536,2048,flowering/148_plumbago-auriculata.jpg
149,观花植物,茑萝,Ipomoea quamoclit,File:Plants at Bijalinagar 79.jpg,https://commons.wikimedia.org/wiki/File:Plants_at_Bijalinagar_79.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Plants_at_Bijalinagar_79.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Suresh Khole,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,plants,,4632,3474,flowering/149_ipomoea-quamoclit.jpg
150,观花植物,旱金莲,Tropaeolum majus,File:Tropaeolum majus 'Milkmaid' Nasturcja większa 2023-07-21 02.jpg,https://commons.wikimedia.org/wiki/File:Tropaeolum_majus_'Milkmaid'_Nasturcja_większa_2023-07-21_02.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Tropaeolum_majus_%27Milkmaid%27_Nasturcja_wi%C4%99ksza_2023-07-21_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Garden Nasturtium Tropaeolum majus 'Milkmaid' cultivated in Wrocław University Botanical Garden, Wrocław, Poland.",,3916,2937,flowering/150_tropaeolum-majus.jpg
151,观花植物,木香花,Rosa banksiae,File:LadyBanksRoseInBloom.png,https://commons.wikimedia.org/wiki/File:LadyBanksRoseInBloom.png,https://upload.wikimedia.org/wikipedia/commons/b/b1/LadyBanksRoseInBloom.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Jarekk,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,Wikimedia Commons,"Lady Banks' Rose in full bloom. Taken in Henderson, Nevada on March 25th, 2013.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1500,1500,flowering/151_rosa-banksiae.jpg
152,观花植物,金银花,Lonicera japonica,File:Lonicera japonica - whole plant (18435957464).jpg,https://commons.wikimedia.org/wiki/File:Lonicera_japonica_-_whole_plant_(18435957464).jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/Lonicera_japonica_-_whole_plant_%2818435957464%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"NY State IPM Program  at Cornell University from New York, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,Wikimedia Commons,"Japanese honeysuckle. For more information on identification and control, visit turfweeds.cals.cornell.edu/plant/identify/474. For more information on this invasive plant, visit nyis.info/index.php?action=invasive_detail&id=44.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3456,5184,flowering/152_lonicera-japonica.jpg
153,观花植物,夜来香,Cestrum nocturnum,File:Starr 080103-1256 Cestrum nocturnum.jpg,https://commons.wikimedia.org/wiki/File:Starr_080103-1256_Cestrum_nocturnum.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Starr_080103-1256_Cestrum_nocturnum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,Wikimedia Commons,"Cestrum nocturnum (leaves). Location: Maui, Lowes Garden Center Kahului",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2112,2816,flowering/153_cestrum-nocturnum.jpg
154,观花植物,桂花,Osmanthus fragrans,File:Osmanthus fragrans ZH 10.jpg,https://commons.wikimedia.org/wiki/File:Osmanthus_fragrans_ZH_10.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Osmanthus_fragrans_ZH_10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Love Krittaya,Public domain,,no,Wikimedia Commons,Osmanthus fragrans in China,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1936,1296,flowering/154_osmanthus-fragrans.jpg
155,球根花卉,朱顶红,Hippeastrum × hybridum,File:Hippeastrum hybrid 1.jpg,https://commons.wikimedia.org/wiki/File:Hippeastrum_hybrid_1.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Hippeastrum_hybrid_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Mokkie,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,"Hippeastrum hybrid (sometimes known as Hippeastrum ""roseum"")",,2204,3920,bulbous/155_hippeastrum-x-hybridum.jpg
156,球根花卉,番红花,Crocus spp.,File:Crocus minimus GotBot 2016.jpg,https://commons.wikimedia.org/wiki/File:Crocus_minimus_GotBot_2016.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Crocus_minimus_GotBot_2016.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Averater,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,yes,Own work,Crocus minimus at a Crocus exhibition in the greenhouses at Gothenburg Botanical Garden the spring 2016.,,4104,2736,bulbous/156_crocus-spp.jpg
157,球根花卉,唐菖蒲,Gladiolus × hortulanus,File:Gladiolus 7-19-06.JPG,https://commons.wikimedia.org/wiki/File:Gladiolus_7-19-06.JPG,https://upload.wikimedia.org/wikipedia/commons/c/cd/Gladiolus_7-19-06.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,William Pembroke at English Wikipedia,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,no,Transferred from en.wikipedia to Commons.,"A Gladiolus flow, aka the ""Sword Lilly"". Self pictured.",,2448,3264,bulbous/157_gladiolus-x-hortulanus.jpg
158,观花植物,大丽花,Dahlia pinnata,File:Dahlia pinnata dwarf-Anna park-yercaud-salem-India.JPG,https://commons.wikimedia.org/wiki/File:Dahlia_pinnata_dwarf-Anna_park-yercaud-salem-India.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a1/Dahlia_pinnata_dwarf-Anna_park-yercaud-salem-India.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yercaud-elango,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Double flowers,dark pink.",,4000,3000,flowering/158_dahlia-pinnata.jpg
159,观花植物,美人蕉,Canna indica,File:Young Canna indica.jpg,https://commons.wikimedia.org/wiki/File:Young_Canna_indica.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Young_Canna_indica.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Hakurra,CC0,https://creativecommons.org/publicdomain/zero/1.0/,no,Own work,Young Canna indica,,2944,2448,flowering/159_canna-indica.jpg
160,观花植物,姜荷花,Curcuma alismatifolia,File:RFE06 214.jpg,https://commons.wikimedia.org/wiki/File:RFE06_214.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/RFE06_214.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Love Krittaya,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,no,Own work,"in Royal Flora Expo 2006, Chiangmai, Thailand",,1632,1224,flowering/160_curcuma-alismatifolia.jpg
161,观花植物,鸢尾,Iris germanica,File:Plant of Iris Germanica 'Lighting Ridge' of the Barbata Eliator in the Merian Gardens.jpg,https://commons.wikimedia.org/wiki/File:Plant_of_Iris_Germanica_%27Lighting_Ridge%27_of_the_Barbata_Eliator_in_the_Merian_Gardens.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Plant_of_Iris_Germanica_%27Lighting_Ridge%27_of_the_Barbata_Eliator_in_the_Merian_Gardens.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Paradise Chronicle,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,Plant of Iris Germanica 'Lighting Ridge' of the Barbata Eliator in the Merian Gardens,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3178,3930,flowering/161_iris-germanica.jpg
162,水生植物,再力花,Thalia dealbata,File:Gardenology.org-IMG 0750 rbgs10dec.jpg,https://commons.wikimedia.org/wiki/File:Gardenology.org-IMG_0750_rbgs10dec.jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/Gardenology.org-IMG_0750_rbgs10dec.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Raffi Kojian,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,Wikimedia Commons,Thalia dealbata photographed at the Royal Botanic Gardens Sydney (Australia) in December,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1200,1600,aquatic/162_thalia-dealbata.jpg
163,水生植物,梭鱼草,Pontederia cordata,File:Pontederia cordata kz01.jpg,https://commons.wikimedia.org/wiki/File:Pontederia_cordata_kz01.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Pontederia_cordata_kz01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Pontederia cordata in botanical garden in Poznań,,3672,4896,aquatic/163_pontederia-cordata.jpg
164,水生植物,水葱,Schoenoplectus tabernaemontani,"File:Soft-stemmed Bulrush (Schoenoplectus tabernaemontani) - Guelph, Ontario 2020-07-29.jpg",https://commons.wikimedia.org/wiki/File:Soft-stemmed_Bulrush_(Schoenoplectus_tabernaemontani)_-_Guelph%2C_Ontario_2020-07-29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Soft-stemmed_Bulrush_%28Schoenoplectus_tabernaemontani%29_-_Guelph%2C_Ontario_2020-07-29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Ryan Hodnett,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Soft-stemmed Bulrush (Schoenoplectus tabernaemontani) in Guelph, Ontario, Canada.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,822,1234,aquatic/164_schoenoplectus-tabernaemontani.jpg
166,水生植物,金钱蒲,Acorus gramineus,File:Acorus gramineus Oborozuki kz1.jpg,https://commons.wikimedia.org/wiki/File:Acorus_gramineus_Oborozuki_kz1.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/Acorus_gramineus_Oborozuki_kz1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Acorus gramineus 'Oborozuki' at the New York Botanical Garden,,2616,4280,aquatic/166_acorus-gramineus.jpg
167,水生植物,旱伞草,Cyperus alternifolius,File:Cyperus alternifolius Cibora zmienna 2024-02-29 Graz 03.jpg,https://commons.wikimedia.org/wiki/File:Cyperus_alternifolius_Cibora_zmienna_2024-02-29_Graz_03.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Cyperus_alternifolius_Cibora_zmienna_2024-02-29_Graz_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Umbrella papyrus ( Cyperus alternifolius ) cultivated in a greenhouse in Botanical Garden of the University of Graz, Austria.",,4608,3456,aquatic/167_cyperus-alternifolius.jpg
168,香草,迷迭香,Salvia rosmarinus,File:'Rosmarinus officinalis' Rosemary Capel Manor College Gardens Enfield London England.jpg,https://commons.wikimedia.org/wiki/File:'Rosmarinus_officinalis'_Rosemary_Capel_Manor_College_Gardens_Enfield_London_England.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/%27Rosmarinus_officinalis%27_Rosemary_Capel_Manor_College_Gardens_Enfield_London_England.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Acabashi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Rosmarinus officinalis , Rosemary, at Capel Manor College and Gardens , Bulls Cross , Enfield , London , England. Software : RAW file lens-corrected, optimized and converted to JPEG with DxO OpticsPro 10 Elite , and likely further optimized and/or cropped and/or spun with Adobe Photoshop CS2 .",,5472,3648,herb/168_salvia-rosmarinus.jpg
169,香草,百里香,Thymus vulgaris,File:Thymus vulgaris1.JPG,https://commons.wikimedia.org/wiki/File:Thymus_vulgaris1.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4f/Thymus_vulgaris1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Henry Brisse (upload by user:Abalg ),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,from the aforementioned site,"(en) Garden Thyme ( Thymus vulgaris ), in France (Bouche du Rhône), a photography originating of the internet site http://sophy.u-3mrs.fr/ . The accord of the autor, H. Brisse, is here . (fr) Thym commun ( Thymus vulgaris ), en France (Bouche du Rhône), une photographie issue du site internet http://sophy.u-3mrs.fr/ . L'accord de l'auteur, H. Brisse, se situe ici . (de)Echter Thymian, (it)Timo maggiore, (es)Tomillo común",,640,511,herb/169_thymus-vulgaris.jpg
